EFR_radical;Radical Party;Parti Radical;Radikale Partei;Partia Radykalna;Partido Radical;Partito Radicale;Radik0lis P0rt;Radik0ln0 Strana;Radik0lis P0rt;Radicale Partij;Partido Radical;;Radikaalipuolue;;;;;;;;;;;;
EFR_communist;Communist Party;Parti Communiste;Kommunistische Partei;Partia Komunistyczna;Partido Comunista;Partito Comunista;Kommunista P0rt;Komunistick0 Strana;Kommunista P0rt;Communistische Partij;Partido Comunista;;Kommunistinenpuolue;;;;;;;;;;;;
EFR_conservative;Conservative Party;Parti Conservateur;Konservative Partei;Partia Konserwatywna;Partido Conservador;Partito Conservatore;Konzervat0v P0rt;Konzervativn0 Strana;Konzervat0v P0rt;Conservatieve Partij;Partido Conservador;;Konservatiivipuolue;;;;;;;;;;;;
EFR_fascist;Fascist Party;Parti Fasciste;Faschistische Partei;Partia Faszystowska;Partido Fascista;Partito Fascista;Fasiszta P0rt;Fa0istick0 Strana;Fasiszta P0rt;Fascistische Partij;Partido Fascista;;Fasistinenpuolue;;;;;;;;;;;;
EFR_liberal;Liberal Party;Parti Lib0ral;Liberale Partei;Partia Liberalna;Partido Liberal;Partito Liberale;Liber0lis P0rt;Liber0ln0 Strana;Liber0lis P0rt;Liberale Partij;Partido Liberal;;Liberaalipuolue;;;;;;;;;;;;
EFR_reactionary;National Party;Parti National;Nationale Partei;Partia Narodowa;Partido Nacional;Partito Nazionale;Nemzeti P0rt;N0rodn0 Strana;Nemzeti P0rt;Nationale Partij;Partido Nacional;;Kansallispuolue;;;;;;;;;;;;
EFR_socialist;Socialist Party;Parti Socialiste;Sozialistische Partei;Partia Socjalistyczna;Partido Socialista;Partito Socialista;Szocialista P0rt;Socialistick0 Strana;Szocialista P0rt;Socialistische Partij;Partido Socialista;;Sosialistinenpuolue;;;;;;;;;;;;
UTR;Utrecht;;;;;;;;;;;;;;;;;;;;;;;x;
UTR_absolute_monarchy;Lordship of Utrecht;;;;;;;;;;;;;;;;;;;;;;;x;
UTR_prussian_constitutionalism;Lordship of Utrecht;;;;;;;;;;;;;;;;;;;;;;;x;
UTR_hms_government;Lordship of Utrecht;;;;;;;;;;;;;;;;;;;;;;;x;
UTR_ADJ;Utrechter;;;;;;;;;;;;;;;;;;;;;;;x;
PAL;The Palatinate;;;;;;;;;;;;;;;;;;;;;;;x;
PAL_ADJ;Palatinate;;;;;;;;;;;;;;;;;;;;;;;x;
PAL_absolute_monarchy;Electorate of the Palatinate;;;;;;;;;;;;;;;;;;;;;;;x;
PAL_prussian_constitutionalism;Electorate of the Palatinate;;;;;;;;;;;;;;;;;;;;;;;x;
PAL_hms_government;Electorate of the Palatinate;;;;;;;;;;;;;;;;;;;;;;;x;
LGE_theocracy;Prince-Bishopric of Liège;;;;;;;;;;;;;;;;;;;;;;;x;
LGE_absolute_monarchy;Grand Duchy of Liège;;;;;;;;;;;;;;;;;;;;;;;x;
LGE_prussian_constitutionalism;Grand Duchy of Liège;;;;;;;;;;;;;;;;;;;;;;;x;
LGE_hms_government;Grand Duchy of Liège;;;;;;;;;;;;;;;;;;;;;;;x;
LGE_democracy;Republic of Liège;;;;;;;;;;;;;;;;;;;;;;;x;
LGE_presidential_dictatorship;Republic of Liège;;;;;;;;;;;;;;;;;;;;;;;x;
LGE;Liège;;;;;;;;;;;;;;;;;;;;;;;x;
LGE_ADJ;Liège;;;;;;;;;;;;;;;;;;;;;;;x;
QAJ;Qajars;;;;;;;;;;;;;;;;;;;;;;;x;;;;
QAJ_absolute_monarchy;Qajar Dynasty;;;;;;;;;;;;;;;;;;;;;;;x;;;;
QAJ_hms_government;Qajar Dynasty;;;;;;;;;;;;;;;;;;;;;;;x;;;;
QAJ_prussian_constitutionalism;Qajar Dynasty;;;;;;;;;;;;;;;;;;;;;;;x;;;;
QAJ_ADJ;Qajar;;;;;;;;;;;;;;;;;;;;;;;x;;;;
OVJ;Overijssel;;;;;;;;;;;;;;;;;;;;;;;x;
OVJ_absolute_monarchy;Lordship of Overijssel;;;;;;;;;;;;;;;;;;;;;;;x;
OVJ_prussian_constitutionalism;Lordship of Overijssel;;;;;;;;;;;;;;;;;;;;;;;x;
OVJ_hms_government;Lordship of Overijssel;;;;;;;;;;;;;;;;;;;;;;;x;
OVJ_ADJ;Overijssel;;;;;;;;;;;;;;;;;;;;;;;x;
BRB;Brabant;;;;;;;;;;;;;;;;;;;;;;;x;
BRB_ADJ;Brabantian;;;;;;;;;;;;;;;;;;;;;;;x;
AAC;Aachen;;;;;;;;;;;;;;;;;;;;;;;x;
AAC_ADJ;Aachen;;;;;;;;;;;;;;;;;;;;;;;x;
QAJ;Qajars;;;;;;;;;;;;;;;;;;;;;;;x;
QAJ_absolute_monarchy;Qajar Dynasty;;;;;;;;;;;;;;;;;;;;;;;x;
QAJ_hms_government;Qajar Dynasty;;;;;;;;;;;;;;;;;;;;;;;x;
QAJ_prussian_constitutionalism;Qajar Dynasty;;;;;;;;;;;;;;;;;;;;;;;x;
QAJ_ADJ;Qajar;;;;;;;;;;;;;;;;;;;;;;;x;
ASB_absolute_monarchy;Chalavid Dynasty;;;;;;;;;;;;;;;;;;;;;;;x;
ASB_hms_governmemt;Chalavid Dynasty;;;;;;;;;;;;;;;;;;;;;;;x;
ASB_prussian_constitutionalism;Chalavid Dynasty;;;;;;;;;;;;;;;;;;;;;;;x;
ASB;Chalavids;;;;;;;;;;;;;;;;;;;;;;;x;
ASB_democracy;Mazanderani Republic;;;;;;;;;;;;;;;;;;;;;;;x;
ASB_presidential_dictatorship;Mazanderani Republic;;;;;;;;;;;;;;;;;;;;;;;x;
ASB_proletarian_dictatorship;Mazanderani Socialist Democratic Republic;;;;;;;;;;;;;;;;;;;;;;;x;
ASB_fascist_dictatorship;Greater Mazanderani State;;;;;;;;;;;;;;;;;;;;;;;x;
ASB_ADJ;Chalavid;;;;;;;;;;;;;;;;;;;;;;;x;
ZND;Zands;;;;;;;;;;;;;;;;;;;;;;;x;
ZND_absolute_monarchy;Zand Empire;;;;;;;;;;;;;;;;;;;;;;;x;
ZND_prussian_constitutionalism;Zand Empire;;;;;;;;;;;;;;;;;;;;;;;x;
ZND_hms_government;Zand Empire;;;;;;;;;;;;;;;;;;;;;;;x;
ZND_ADJ;Zand;;;;;;;;;;;;;;;;;;;;;;;x;
MFQ;al-Muntafiq;;;;;;;;;;;;;;x;;;;;;;;;;
MFQ_colonial_company;al-Muntafiq;;;;;;;;;;;;x;;;;;;;;;;;;
MFQ_absolute_monarchy;al-Muntafiq;;;;;;;;;;;;x;;;;;;;;;;;;
MFQ_hms_government;al-Muntafiq;;;;;;;;;;;x;;;;;;;;;;;;;
MFQ_prussian_constitutionalism;al-Muntafiq;;;;;;;;;;;;x;;;;;;;;;;;;
MFQ_ADJ;Muntafiq;;;;;;;;;;;;x;;;;;;;;;;;;
LUR;Luristan;;;;;;;;;;;;;;x;;;;;;;;;;
LUR_colonial_company:Khorshidis;;;;;;;;;;;;x;;;;;;;;;;;;;
LUR_absolute_monarchy;Khorshidis;;;;;;;;;;;;x;;;;;;;;;;;;
LUR_hms_government;Khorshidis;;;;;;;;;;;;x;;;;;;;;;;;;
LUR_prussian_constitutionalism;Khorshidis;;;;;;;;;;;;x;;;;;;;;;;;;
LUR_colonial_company_ADJ:Khorshidi;;;;;;;;;;;;x;;;;;;;;;;;;;
LUR_absolute_monarchy_ADJ;Khorshidi;;;;;;;;;;;;x;;;;;;;;;;;;
LUR_hms_government_ADJ;Khorshidi;;;;;;;;;;;;x;;;;;;;;;;;;
LUR_prussian_constitutionalism_ADJ;Khorshidi;;;;;;;;;;;;x;;;;;;;;;;;;
LUR_ADJ;Lurish;;;;;;;;;;;;;;x;;;;;;;;;;
HRT;Herat;;;;;;;;;;;;;;;;;;;;;;;;
HRT_ADJ;Herati;;;;;;;;;;;;;;;;;;;;;;;;
HRT_conservative;Royal Faction;Faction royale;Königsfraktion;;;;;;;;;;;;;;;;;;;;;;
HRT_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;;;;;;;;;;;;;;;;;;;;;
HRT_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;;;;;;;;;;;;
HRT_radical;The Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;;;;;;;;;;;;
HRT_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;;;;;;;;;;;;
HRT_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;;;;;;;;;;;;
HRT_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;;;;;;;;;;;;
KND;Kandahar;;;;;;;;;;;;;;;;;;;;;;;;
KND_ADJ;Kandahari;;;;;;;;;;;;;;;;;;;;;;;;
KHZ;Khuzestan;;;;;;;;;;;;;;x;;;;;;;;;;
KHZ_colonial_company;Emirate of Arabistan;;;;;;;;;;;;x;;;;;;;;;;;;
KHZ_absolute_monarchy;Banu Ka'ab;;;;;;;;;;;;x;;;;;;;;;;;;
KHZ_hms_government;Banu Ka'ab;;;;;;;;;;;x;;;;;;;;;;;;;
KHZ_prussian_constitutionalism;Banu Ka'ab;;;;;;;;;;;;x;;;;;;;;;;;;
KHZ_colonial_company_ADJ;Ka'abi;;;;;;;;;;;;x;;;;;;;;;;;;
KHZ_absolute_monarchy_ADJ;Ka'abi;;;;;;;;;;;;x;;;;;;;;;;;;
KHZ_hms_government_ADJ;Ka'abi;;;;;;;;;;;x;;;;;;;;;;;;;
KHZ_prussian_constitutionalism_ADJ;Ka'abi;;;;;;;;;;;;x;;;;;;;;;;;;
KHZ_ADJ;Khuzi;;;;;;;;;;;;;;x;;;;;;;;;;
SVN;Savoy-Aragon;;;;;;;;;;;;;;;;;;;;;;;x;
SVN_ADJ;Perforaniean;;;;;;;;;;;;;;;;;;;;;;;x;
SEV_absolute_monarchy;Sultanate of Ishbiliyah;;;;;;;;;;;;;;;;;;;;;;;x;
SEV_prussian_constitutionalism;Sultanate of Ishbiliyah;;;;;;;;;;;;;;;;;;;;;;;x;
SEV_hms_government;Sultanate of Ishbiliyah;;;;;;;;;;;;;;;;;;;;;;;x;
SEV;Ishbiliyah;;;;;;;;;;;;;;;;;;;;;;;x;
SEV_ADJ;Ishbiliyan;;;;;;;;;;;;;;;;;;;;;;;x;
POR_absolute_monarchy;Emirate of Batalyaws;;;;;;;;;;;;;;;;;;;;;;;x;
POR_prussian_constitutionalism;Emirate of Batalyaws;;;;;;;;;;;;;;;;;;;;;;;x;
POR_hms_government;Kingdom of Lwsitanya;;;;;;;;;;;;;;;;;;;;;;;x;
POR_democracy;Republic of Lwsitanya;;;;;;;;;;;;;;;;;;;;;;;x;
POR_presidential_dictatorship;Republic of Lwsitanya;;;;;;;;;;;;;;;;;;;;;;;x;
POR_proletarian_dictatorship;Worker's State of Lwsitanya;;;;;;;;;;;;;;;;;;;;;;;x;
POR_fascist_dictatorship;Lwsitanyan State;;;;;;;;;;;;;;;;;;;;;;;x;
POR_ADJ;Lwsitanyan;;;;;;;;;;;;;;;;;;;;;;;x;
POR_absolute_monarchy_ADJ;Batalyawsan;;;;;;;;;;;;;;;;;;;;;;;x;
POR_prussian_constitutionalism_ADJ;Batalyawsan;;;;;;;;;;;;;;;;;;;;;;;x;
VAL;Balansiya;;;;;;;;;;;;;;;;;;;;;;;x;
MUR;Mursiya;;;;;;;;;;;;;;;;;;;;;;;x;
MUR_colonial_company;Taifa of Mursiya;;;;;;;;;;;;;;;;;;;;;;;x;
MUR_absolute_monarchy;Taifa of Mursiya;;;;;;;;;;;;;;;;;;;;;;;x;
MUR_prussian_constitutionalism;Taifa of Mursiya;;;;;;;;;;;;;;;;;;;;;;;x;
MUR_hms_government;Kingdom of Mursiya;;;;;;;;;;;;;;;;;;;;;;;x;
MUR_ADJ;Mursiyan;;;;;;;;;;;;;;;;;;;;;;;x;
ALM;al-Mariyya;;;;;;;;;;;;;;;;;;;;;;;x;
ALM_colonial_company;Taifa of al-Mariyya;;;;;;;;;;;;;;;;;;;;;;;x;
ALM_absolute_monarchy;Taifa of al-Mariyya;;;;;;;;;;;;;;;;;;;;;;;x;
ALM_prussian_constitutionalism;Taifa of al-Mariyya;;;;;;;;;;;;;;;;;;;;;;;x;
ALM_hms_government;Principality of al-Mariyya;;;;;;;;;;;;;;;;;;;;;;;x;
ALM_ADJ;Mursiyan;;;;;;;;;;;;;;;;;;;;;;;x;
BOH_colonial_company;Protektorat Böhmen-Mähren;;;;;;;;;;;;;x,;;;;;;;;;;;
BOH_dominion;Böhmen-Mähren;;;;;;;;;;;;;x,;;;;;;;;;;;
BOH_colonial_company_ADJ;Mähren;;;;;;;;;;;;;;;;;;;;;;;x;
BOH_dominion_ADJ;Mähren;;;;;;;;;;;;;;;;;;;;;;;x;
BOH_ADJ;Moravian;;;;;;;;;;;;;;;;;;;;;;;x;
BOH_absolute_monarchy;The Moravian Empire;;;;;;;;;;;;;;;;;;;;;;;x;
BOH_prussian_constitutionalism;The Moravian Empire;;;;;;;;;;;;;;;;;;;;;;;x;
BOH_hms_government;The Moravian Empire;;;;;;;;;;;;;;;;;;;;;;;x;
BOH_democracy;Moravian Republic;;;;;;;;;;;;;;;;;;;;;;;x;
BOH_presidential_dictatorship;Moravian Republic;;;;;;;;;;;;;;;;;;;;;;;x;
BOH_proletarian_dictatorship;Moravian Socialist Worker's Republic;;;;;;;;;;;;;;;;;;;;;;;x;
BOH_fascist_dictatorship;Great Moravian State;;;;;;;;;;;;;;;;;;;;;;;x;
SLV_colonial_company;March of Goralia;;;;;;;;;;;;;;;;;;;;;;;x;
SLV_dominion;March of Goralia;;;;;;;;;;;;;;;;;;;;;;;x;
SLV_ADJ;Goral;;;;;;;;;;;;;;;;;;;;;;;x;
SLS;Lužická League;;;;;;;;;;;;;x,;;;;;;;;;;;
SLS_ADJ;Lusatia;;;;;;;;;;;;;x,;;;;;;;;;;;
BRN;Svábzékek;;;;;;;;;;;;;x,;;;;;;;;;;;
BRN_ADJ;Sváb;;;;;;;;;;;;;x,;;;;;;;;;;;
VLS;Valais;;;;;;;;;;;;;x,;;;;;;;;;;;
VLS_theocracy;Prince Bishopric of Sion;;;;;;;;;;;;;x,;;;;;;;;;;;
VLS_colonial_company;Duchy of Valais;;;;;;;;;;;;;x,;;;;;;;;;;;
VLS_democracy;Republic of the Seven Tithings;;;;;;;;;;;;;x,;;;;;;;;;;;
VLS_presidential_dictatorship;Republic of the Seven Tithings;;;;;;;;;;;;;x,;;;;;;;;;;;
VLS_ADJ;Valaisan;;;;;;;;;;;;;x,;;;;;;;;;;;
SLZ;Salzburg;;;;;;;;;;;;;x,;;;;;;;;;;;
SLZ_theocracy;Prince-Archbishopric of Salsbérc;;;;;;;;;;;;;x;;;;;;;;;;;
SLZ_absolute_monarchy;Electorate of Salsbérc;;;;;;;;;;;;;x;;;;;;;;;;;
SLZ_prussian_constitutionalism;Electorate of Salsbérc;;;;;;;;;;;;;x;;;;;;;;;;;
SLZ_hms_government;Electorate of Salsbérc;;;;;;;;;;;;;x,;;;;;;;;;;;
SLZ_ADJ;Salsbércian;;;;;;;;;;;;;x,;;;;;;;;;;;
MAI;Mainz;;;;;;;;;;;;;;x,;;;;;;;;;;
MAI_theocracy;Archbishopric of Mainz;;;;;;;;;;;;;x,;;;;;;;;;;;
MAI_absolute_monarchy;Electorate of Mainz;;;;;;;;;;;;;x,;;;;;;;;;;;
MAI_prussian_constitutionalism;Electorate of Mainz;;;;;;;;;;;;;x,;;;;;;;;;;;
MAI_hms_government;Electorate of Mainz;;;;;;;;;;;;;x,;;;;;;;;;;;
MAI_ADJ;Mainz;;;;;;;;;;;;;x,;;;;;;;;;;;
RAE_colonial_company;Duchy of Currezia;;;;;;;;;;;;;x,;;;;;;;;;;;
RAE_absolute_monarchy;Duchy of Currezia;;;;;;;;;;;;;x,;;;;;;;;;;;
RAE_prussian_constitutionalism;Duchy of Currezia;;;;;;;;;;;;;x,;;;;;;;;;;;
RAE_hms_government;Duchy of Currezia;;;;;;;;;;;;;x,;;;;;;;;;;;
RAE;Currezia;;;;;;;;;;;;;x,;;;;;;;;;;;
RAE_ADJ;Currezian;;;;;;;;;;;;;x,;;;;;;;;;;;
SWI;Noriscie;;;;;;;;;;;;;x;;;;;;;;;;;
ULM;Grand Duchy of Sisakerod;;;;;;;;;;;;;x;;;;;;;;;;;
ULM_ADJ;Sisakerod;;;;;;;;;;;;;x;;;;;;;;;;;
BAM;Bamberg;;;;;;;;;;;;;x;;;;;;;;;;;
BAM_absolute_monarchy_ADJ;Babenberg;;;;;;;;;;;;;x;;;;;;;;;;;
BAM_prussian_constitutionalism_ADJ;Babenberg;;;;;;;;;;;;;x;;;;;;;;;;;
BAM_hms_government_ADJ;Babenberg;;;;;;;;;;;;;x;;;;;;;;;;;
BAM_ADJ;Bambergian;;;;;;;;;;;;;x;;;;;;;;;;;
BAV_theocracy;Prince-Bishopric of Stiabérc;;;;;;;;;;;;;x;;;;;;;;;;;
BAV_absolute_monarchy;Duchy of Stiabérc;;;;;;;;;;;;;x;;;;;;;;;;;
BAV_prussian_constitutionalism;Duchy of Stiabérc;;;;;;;;;;;;;x;;;;;;;;;;;
BAV_hms_government;Duchy of Stiabérc;;;;;;;;;;;;;x;;;;;;;;;;;
BAV_ADJ;Passauan;;;;;;;;;;;;;x;;;;;;;;;;;
BAV;Passau;;;;;;;;;;;;;x;;;;;;;;;;;
WUR;Konstanz;;;;;;;;;;;;;x;;;;;;;;;;;
WUR_ADJ;Konstanzian;;;;;;;;;;;;;x;;;;;;;;;;;
THU;Thuringia;;;;;;;;;;;;;x;;;;;;;;;;;
THU_absolute_monarchy;Grand Duchy of Thuringia;;;;;;;;;;;;;x;;;;;;;;;;;
THU_prussian_constitutionalism;Grand Duchy of Thuringia;;;;;;;;;;;;;x;;;;;;;;;;;
THU_hms_government;Grand Duchy of Thuringia;;;;;;;;;;;;;x;;;;;;;;;;;
THU_ADJ;Thuringian;;;;;;;;;;;;;x;;;;;;;;;;;
HES;County of Hanau;;;;;;;;;;;;;x;;;;;;;;;;;
HES_ADJ;Hanau;;;;;;;;;;;;;x;;;;;;;;;;;
MEI;County of Henneberg;;;;;;;;;;;;;x;;;;;;;;;;;
MEI_ADJ;Hennebergian;;;;;;;;;;;;;x;;;;;;;;;;;
WEI;Duchy of Erfurt-Weimar;;;;;;;;;;;;;x;;;;;;;;;;;
HEK_theocracy;Prince-Bishopric of Fulda;;;;;;;;;;;;;x;;;;;;;;;;;
HEK_absolute_monarchy;Duchy of Fulda;;;;;;;;;;;;;x;;;;;;;;;;;
HEK_prussian_constitutionalism;Duchy of Fulda;;;;;;;;;;;;;x;;;;;;;;;;;
HEK_hms_government;Duchy of Fulda;;;;;;;;;;;;;x;;;;;;;;;;;
HEK;Fulda;;;;;;;;;;;;;x;;;;;;;;;;;
HEK_ADJ;Fuldan;;;;;;;;;;;;;x;;;;;;;;;;;
WEI_ADJ;Weimar;;;;;;;;;;;;;x ;;;;;;;;;;;
COB;Margravate of Meissen;;;;;;;;;;;;;x ;;;;;;;;;;;
COB_ADJ;Meissenian;;;;;;;;;;;;;x ;;;;;;;;;;;
MST;Saxe-Strelitz;;;;;;;;;;;;;x;;;;;;;;;;;
MST_ADJ;Strelitzan;;;;;;;;;;;;;x;;;;;;;;;;;
MEC;Saxe-Wolgast;;;;;;;;;;;;;x;;;;;;;;;;;
MEC_ADJ;Wolgastian;;;;;;;;;;;;;x;;;;;;;;;;;
STY;Styria;;;;;;;;;;;;;x;;;;;;;;;;;
STY_absolute_monarchy;Duchy of Styria;;;;;;;;;;;;;x;;;;;;;;;;;
STY_prussian_constitutionalism;Duchy of Styria;;;;;;;;;;;;;x;;;;;;;;;;;
STY_hms_government;Duchy of Styria;;;;;;;;;;;;;x;;;;;;;;;;;
STY_dominion;Duchy of Styria;;;;;;;;;;;;;x;;;;;;;;;;;
STY_ADJ;Styrian;;;;;;;;;;;;;x;;;;;;;;;;;
SLO_absolute_monarchy;Duchy of Carniola-Gorisia;;;;;;;;;;;;;x;;;;;;;;;;;
SLO_prussian_constitutionalism;Duchy of Carniola-Gorisia;;;;;;;;;;;;;x;;;;;;;;;;;
SLO_hms_government;Duchy of Carniola-Gorisia;;;;;;;;;;;;;x;;;;;;;;;;;
SLO_dominion;Duchy of Carniola-Gorisia;;;;;;;;;;;;;x;;;;;;;;;;;
SLO_ADJ;Carinthian;;;;;;;;;;;;;x;;;;;;;;;;;
PNN;Panonijan;;;;;;;;;;;;;x;;;;;;;;;;;
PNN_ADJ;Panonijan;;;;;;;;;;;;;x;;;;;;;;;;;
PNN_colonial_company;Principality of Panonija;;;;;;;;;;;;;x;;;;;;;;;;;
PNN_absolute_monarchy;Principality of Panonija;;;;;;;;;;;;;x;;;;;;;;;;;
PNN_prussian_constitutionalism;Principality of Panonija;;;;;;;;;;;;;x;;;;;;;;;;;
PNN_hms_government;Principality of Panonija;;;;;;;;;;;;;x;;;;;;;;;;;
HAN;Magdeburg;;;;;;;;;;;;;x;;;;;;;;;;;
HAN_theocracy;Prince-Archbishopric of Magdeburg;;;;;;;;;;;;;x;;;;;;;;;;;
HAN_absolute_monarchy;Duchy of Magdeburg;;;;;;;;;;;;;x;;;;;;;;;;;
HAN_prussian_constitutionalism;Duchy of Magdeburg;;;;;;;;;;;;;x;;;;;;;;;;;
HAN_hms_government;Duchy of Magdeburg;;;;;;;;;;;;;x;;;;;;;;;;;
HAN_ADJ;Magdeburgian;;;;;;;;;;;;;x;;;;;;;;;;;
BRA;Lower Saxony;;;;;;;;;;;;;x;;;;;;;;;;;
BRA_ADJ;Lower Saxon;;;;;;;;;;;;;x;;;;;;;;;;;
BRA_absolute_monarchy;Duchy of Brunswick-Lüneburg;;;;;;;;;;;;;x;;;;;;;;;;;
BRA_prussian_consitutionalism;Duchy of Brunswick-Lüneburg;;;;;;;;;;;;;x;;;;;;;;;;;
BRA_hms_government;Duchy of Brunswick-Lüneburg;;;;;;;;;;;;;x;;;;;;;;;;;
BRA_absolute_monarchy_ADJ;Braunschweig;;;;;;;;;;;;;x;;;;;;;;;;;
BRA_prussian_consitutionalism_ADJ;Braunschweig;;;;;;;;;;;;;x;;;;;;;;;;;
BRA_hms_government_ADJ;Braunschweig;;;;;;;;;;;;;x;;;;;;;;;;;
KOL;Cologne;;;;;;;;;;;;;x;;;;;;;;;;;
KOL_ADJ;Colognian;;;;;;;;;;;;;x;;;;;;;;;;;
KOL_theocracy;Electorate of Cologne;;;;;;;;;;;;;x;;;;;;;;;;;
KOL_absolute_monarchy;Electorate of Cologne;;;;;;;;;;;;;x;;;;;;;;;;;
KOL_prussian_constitutionalism;Electorate of Cologne;;;;;;;;;;;;;x;;;;;;;;;;;
KOL_hms_government;Electorate of Cologne;;;;;;;;;;;;;x;;;;;;;;;;;
POM;Pomerania;;;;;;;;;;;;;x;;;;;;;;;;;
POM_ADJ;Pomeranian;;;;;;;;;;;;;x;;;;;;;;;;;
POM_absolute_monarchy;Grand Duchy of Pommern;;;;;;;;;;;;;x;;;;;;;;;;;
POM_prussian_constitutionalism;Grand Duchy of Pommern;;;;;;;;;;;;;x;;;;;;;;;;;
POM_hms_government;Grand Duchy of Pommern;;;;;;;;;;;;;x;;;;;;;;;;;
KLE;Kleves;;;;;;;;;;;;;x;;;;;;;;;;;
KLE_ADJ;Klevesian;;;;;;;;;;;;;x;;;;;;;;;;;
KLE_absolute_monarchy;Grand Duchy of Kleves;;;;;;;;;;;;;x;;;;;;;;;;;
KLE_prussian_constitutionalism;Grand Duchy of Kleves;;;;;;;;;;;;;x;;;;;;;;;;;
KLE_hms_government;Grand Duchy of Kleves;;;;;;;;;;;;;x;;;;;;;;;;;
STT;Stettin;;;;;;;;;;;;;x;;;;;;;;;;;
STT_ADJ;Stettin;;;;;;;;;;;;;x;;;;;;;;;;;
PRO;Provence;;;;;;;;;;;;;x;;;;;;;;;;;
PRO_ADJ;Provençal;;;;;;;;;;;;;x;;;;;;;;;;;
NAP;Naples;;;;;;;;;;;;;x;;;;;;;;;;;
NAP_ADJ;Neapolitan;;;;;;;;;;;;;x;;;;;;;;;;;
NAP_absolute_monarchy;Grand Duchy of Naples;;;;;;;;;;;;;x;;;;;;;;;;;
NAP_prussian_constitutionalism;Grand Duchy of Naples;;;;;;;;;;;;;x;;;;;;;;;;;
NAP_hms_government;Grand Duchy of Naples;;;;;;;;;;;;;x;;;;;;;;;;;
MOT_absolute_monarchy;Duchy of Montferrat;;;;;;;;;;;;;x;;;;;;;;;;;
MOT_prussian_constitutionalism;Duchy of Montferrat;;;;;;;;;;;;;x;;;;;;;;;;;
MOT_hms_government;Duchy of Montferrat;;;;;;;;;;;;;x;;;;;;;;;;;
MOT;Montferrat;;;;;;;;;;;;;x;;;;;;;;;;;
MOT_ADJ;Casalaschi;;;;;;;;;;;;;x;;;;;;;;;;;
ATI_absolute_monarchy;Duchy of Asti;;;;;;;;;;;;;x;;;;;;;;;;;
ATI_prussian_constitutionalism;Duchy of Asti;;;;;;;;;;;;;x;;;;;;;;;;;
ATI_hms_government;Duchy of Asti;;;;;;;;;;;;;x;;;;;;;;;;;
ATI;Asti;;;;;;;;;;;;;x;;;;;;;;;;;
ATI_ADJ;Astigiano;;;;;;;;;;;;;x;;;;;;;;;;;
FNE;Finale;;;;;;;;;;;;;x;;;;;;;;;;;
FNE_ADJ;Finalesi;;;;;;;;;;;;;x;;;;;;;;;;;
FNE_absolute_monarchy;Duchy of Finale;;;;;;;;;;;;;x;;;;;;;;;;;
FNE_prussian_constitutionalism;Duchy of Finale;;;;;;;;;;;;;x;;;;;;;;;;;
FNE_hms_government;Duchy of Finale;;;;;;;;;;;;;x;;;;;;;;;;;
SAR;Gaeta;;;;;;;;;;;;;x;;;;;;;;;;;
